agency_cd,site_no,datetime,tz_cd,229225_00065,229225_00065_cd,241826_00065,241826_00065_cd
USGS,11467270,2022-12-27 00:00,PST,6.81,P,3.94,P
USGS,11467270,2022-12-27 00:15,PST,6.83,P,3.96,P
USGS,11467270,2022-12-27 00:30,PST,6.84,P,3.97,P
USGS,11467270,2022-12-27 00:45,PST,6.87,P,4.00,P
USGS,11467270,2022-12-27 01:00,PST,6.89,P,4.02,P
USGS,11467270,2022-12-27 01:15,PST,6.94,P,4.07,P
USGS,11467270,2022-12-27 01:30,PST,7.00,P,4.13,P
USGS,11467270,2022-12-27 01:45,PST,7.04,P,4.17,P
USGS,11467270,2022-12-27 02:00,PST,7.09,P,4.22,P
USGS,11467270,2022-12-27 02:15,PST,7.14,P,4.27,P
USGS,11467270,2022-12-27 02:30,PST,7.24,P,4.37,P
USGS,11467270,2022-12-27 02:45,PST,7.33,P,4.46,P
USGS,11467270,2022-12-27 03:00,PST,7.45,P,4.58,P
USGS,11467270,2022-12-27 03:15,PST,7.59,P,4.72,P
USGS,11467270,2022-12-27 03:30,PST,7.77,P,4.90,P
USGS,11467270,2022-12-27 03:45,PST,7.97,P,5.10,P
USGS,11467270,2022-12-27 04:00,PST,8.17,P,5.30,P
USGS,11467270,2022-12-27 04:15,PST,8.43,P,5.56,P
USGS,11467270,2022-12-27 04:30,PST,8.67,P,5.80,P
USGS,11467270,2022-12-27 04:45,PST,8.96,P,6.09,P
USGS,11467270,2022-12-27 05:00,PST,9.22,P,6.35,P
USGS,11467270,2022-12-27 05:15,PST,9.53,P,6.66,P
USGS,11467270,2022-12-27 05:30,PST,9.81,P,6.94,P
USGS,11467270,2022-12-27 05:45,PST,10.09,P,7.22,P
USGS,11467270,2022-12-27 06:00,PST,10.35,P,7.48,P
USGS,11467270,2022-12-27 06:15,PST,10.60,P,7.73,P
USGS,11467270,2022-12-27 06:30,PST,10.85,P,7.98,P
USGS,11467270,2022-12-27 06:45,PST,11.04,P,8.17,P
USGS,11467270,2022-12-27 07:00,PST,11.24,P,8.37,P
USGS,11467270,2022-12-27 07:15,PST,11.41,P,8.54,P
USGS,11467270,2022-12-27 07:30,PST,11.56,P,8.69,P
USGS,11467270,2022-12-27 07:45,PST,11.67,P,8.80,P
USGS,11467270,2022-12-27 08:00,PST,11.77,P,8.90,P
USGS,11467270,2022-12-27 08:15,PST,11.84,P,8.97,P
USGS,11467270,2022-12-27 08:30,PST,11.88,P,9.01,P
USGS,11467270,2022-12-27 08:45,PST,11.90,P,9.03,P
USGS,11467270,2022-12-27 09:00,PST,11.89,P,9.02,P
USGS,11467270,2022-12-27 09:15,PST,11.87,P,9.00,P
USGS,11467270,2022-12-27 09:30,PST,11.83,P,8.96,P
USGS,11467270,2022-12-27 09:45,PST,11.77,P,8.90,P
USGS,11467270,2022-12-27 10:00,PST,11.70,P,8.83,P
USGS,11467270,2022-12-27 10:15,PST,11.60,P,8.73,P
USGS,11467270,2022-12-27 10:30,PST,11.50,P,8.63,P
USGS,11467270,2022-12-27 10:45,PST,11.39,P,8.52,P
USGS,11467270,2022-12-27 11:00,PST,11.27,P,8.40,P
USGS,11467270,2022-12-27 11:15,PST,11.15,P,8.28,P
USGS,11467270,2022-12-27 11:30,PST,11.04,P,8.17,P
USGS,11467270,2022-12-27 11:45,PST,10.92,P,8.05,P
USGS,11467270,2022-12-27 12:00,PST,10.86,P,7.99,P
USGS,11467270,2022-12-27 12:15,PST,10.72,P,7.85,P
USGS,11467270,2022-12-27 12:30,PST,10.64,P,7.77,P
USGS,11467270,2022-12-27 12:45,PST,10.53,P,7.66,P
USGS,11467270,2022-12-27 13:00,PST,10.47,P,7.60,P
USGS,11467270,2022-12-27 13:15,PST,10.38,P,7.51,P
USGS,11467270,2022-12-27 13:30,PST,10.29,P,7.42,P
USGS,11467270,2022-12-27 13:45,PST,10.29,P,7.42,P
USGS,11467270,2022-12-27 14:00,PST,10.19,P,7.32,P
USGS,11467270,2022-12-27 14:15,PST,10.15,P,7.28,P
USGS,11467270,2022-12-27 14:30,PST,10.07,P,7.20,P
USGS,11467270,2022-12-27 14:45,PST,9.98,P,7.11,P
USGS,11467270,2022-12-27 15:00,PST,9.93,P,7.06,P
USGS,11467270,2022-12-27 15:15,PST,9.90,P,7.03,P
USGS,11467270,2022-12-27 15:30,PST,9.81,P,6.94,P
USGS,11467270,2022-12-27 15:45,PST,9.70,P,6.83,P
USGS,11467270,2022-12-27 16:00,PST,9.60,P,6.73,P
USGS,11467270,2022-12-27 16:15,PST,9.50,P,6.63,P
USGS,11467270,2022-12-27 16:30,PST,9.41,P,6.54,P
USGS,11467270,2022-12-27 16:45,PST,9.29,P,6.42,P
USGS,11467270,2022-12-27 17:00,PST,9.17,P,6.30,P
USGS,11467270,2022-12-27 17:15,PST,9.06,P,6.19,P
USGS,11467270,2022-12-27 17:30,PST,8.92,P,6.05,P
USGS,11467270,2022-12-27 17:45,PST,8.79,P,5.92,P
USGS,11467270,2022-12-27 18:00,PST,8.63,P,5.76,P
USGS,11467270,2022-12-27 18:15,PST,8.47,P,5.60,P
USGS,11467270,2022-12-27 18:30,PST,8.30,P,5.43,P
USGS,11467270,2022-12-27 18:45,PST,8.12,P,5.25,P
USGS,11467270,2022-12-27 19:00,PST,7.94,P,5.07,P
USGS,11467270,2022-12-27 19:15,PST,7.76,P,4.89,P
USGS,11467270,2022-12-27 19:30,PST,7.59,P,4.72,P
USGS,11467270,2022-12-27 19:45,PST,7.40,P,4.53,P
USGS,11467270,2022-12-27 20:00,PST,7.23,P,4.36,P
USGS,11467270,2022-12-27 20:15,PST,7.05,P,4.18,P
USGS,11467270,2022-12-27 20:30,PST,6.88,P,4.01,P
USGS,11467270,2022-12-27 20:45,PST,6.72,P,3.85,P
USGS,11467270,2022-12-27 21:00,PST,6.58,P,3.71,P
USGS,11467270,2022-12-27 21:15,PST,6.43,P,3.56,P
USGS,11467270,2022-12-27 21:30,PST,6.30,P,3.43,P
USGS,11467270,2022-12-27 21:45,PST,6.19,P,3.32,P
USGS,11467270,2022-12-27 22:00,PST,6.09,P,3.22,P
USGS,11467270,2022-12-27 22:15,PST,5.99,P,3.12,P
USGS,11467270,2022-12-27 22:30,PST,5.92,P,3.05,P
USGS,11467270,2022-12-27 22:45,PST,5.86,P,2.99,P
USGS,11467270,2022-12-27 23:00,PST,5.80,P,2.93,P
USGS,11467270,2022-12-27 23:15,PST,5.75,P,2.88,P
USGS,11467270,2022-12-27 23:30,PST,5.79,P,2.92,P
USGS,11467270,2022-12-27 23:45,PST,5.83,P,2.96,P
USGS,11467270,2022-12-28 00:00,PST,5.87,P,3.00,P
USGS,11467270,2022-12-28 00:15,PST,5.93,P,3.06,P
USGS,11467270,2022-12-28 00:30,PST,5.96,P,3.09,P
USGS,11467270,2022-12-28 00:45,PST,6.07,P,3.20,P
USGS,11467270,2022-12-28 01:00,PST,6.31,P,3.44,P
USGS,11467270,2022-12-28 01:15,PST,6.32,P,3.45,P
USGS,11467270,2022-12-28 01:30,PST,6.74,P,3.87,P
USGS,11467270,2022-12-28 01:45,PST,6.88,P,4.01,P
USGS,11467270,2022-12-28 02:00,PST,6.89,P,4.02,P
USGS,11467270,2022-12-28 02:15,PST,7.00,P,4.13,P
USGS,11467270,2022-12-28 02:30,PST,7.39,P,4.52,P
USGS,11467270,2022-12-28 02:45,PST,7.67,P,4.80,P
USGS,11467270,2022-12-28 03:00,PST,7.54,P,4.67,P
USGS,11467270,2022-12-28 03:15,PST,7.74,P,4.87,P
USGS,11467270,2022-12-28 03:30,PST,7.69,P,4.82,P
USGS,11467270,2022-12-28 03:45,PST,7.86,P,4.99,P
USGS,11467270,2022-12-28 04:00,PST,7.75,P,4.88,P
USGS,11467270,2022-12-28 04:15,PST,7.83,P,4.96,P
USGS,11467270,2022-12-28 04:30,PST,7.87,P,5.00,P
USGS,11467270,2022-12-28 04:45,PST,7.80,P,4.93,P
USGS,11467270,2022-12-28 05:00,PST,7.75,P,4.88,P
USGS,11467270,2022-12-28 05:15,PST,7.80,P,4.93,P
USGS,11467270,2022-12-28 05:30,PST,7.68,P,4.81,P
USGS,11467270,2022-12-28 05:45,PST,7.70,P,4.83,P
USGS,11467270,2022-12-28 06:00,PST,7.61,P,4.74,P
USGS,11467270,2022-12-28 06:15,PST,7.53,P,4.66,P
USGS,11467270,2022-12-28 06:30,PST,7.51,P,4.64,P
USGS,11467270,2022-12-28 06:45,PST,7.48,P,4.61,P
USGS,11467270,2022-12-28 07:00,PST,7.45,P,4.58,P
USGS,11467270,2022-12-28 07:15,PST,7.39,P,4.52,P
USGS,11467270,2022-12-28 07:30,PST,7.34,P,4.47,P
USGS,11467270,2022-12-28 07:45,PST,7.30,P,4.43,P
USGS,11467270,2022-12-28 08:00,PST,7.25,P,4.38,P
USGS,11467270,2022-12-28 08:15,PST,7.23,P,4.36,P
USGS,11467270,2022-12-28 08:30,PST,7.16,P,4.29,P
USGS,11467270,2022-12-28 08:45,PST,7.12,P,4.25,P
USGS,11467270,2022-12-28 09:00,PST,7.07,P,4.20,P
USGS,11467270,2022-12-28 09:15,PST,7.01,P,4.14,P
USGS,11467270,2022-12-28 09:30,PST,7.00,P,4.13,P
USGS,11467270,2022-12-28 09:45,PST,6.96,P,4.09,P
USGS,11467270,2022-12-28 10:00,PST,6.93,P,4.06,P
USGS,11467270,2022-12-28 10:15,PST,6.89,P,4.02,P
USGS,11467270,2022-12-28 10:30,PST,6.90,P,4.03,P
USGS,11467270,2022-12-28 10:45,PST,6.89,P,4.02,P
USGS,11467270,2022-12-28 11:00,PST,6.89,P,4.02,P
USGS,11467270,2022-12-28 11:15,PST,6.90,P,4.03,P
USGS,11467270,2022-12-28 11:30,PST,6.92,P,4.05,P
USGS,11467270,2022-12-28 11:45,PST,6.98,P,4.11,P
USGS,11467270,2022-12-28 12:00,PST,7.09,P,4.22,P
USGS,11467270,2022-12-28 12:15,PST,7.10,P,4.23,P
USGS,11467270,2022-12-28 12:30,PST,7.19,P,4.32,P
USGS,11467270,2022-12-28 12:45,PST,7.24,P,4.37,P
USGS,11467270,2022-12-28 13:00,PST,7.29,P,4.42,P
USGS,11467270,2022-12-28 13:15,PST,7.32,P,4.45,P
USGS,11467270,2022-12-28 13:30,PST,7.40,P,4.53,P
USGS,11467270,2022-12-28 13:45,PST,7.54,P,4.67,P
USGS,11467270,2022-12-28 14:00,PST,7.61,P,4.74,P
USGS,11467270,2022-12-28 14:15,PST,7.70,P,4.83,P
USGS,11467270,2022-12-28 14:30,PST,7.76,P,4.89,P
USGS,11467270,2022-12-28 14:45,PST,7.78,P,4.91,P
USGS,11467270,2022-12-28 15:00,PST,7.90,P,5.03,P
USGS,11467270,2022-12-28 15:15,PST,7.82,P,4.95,P
USGS,11467270,2022-12-28 15:30,PST,7.81,P,4.94,P
USGS,11467270,2022-12-28 15:45,PST,7.80,P,4.93,P
USGS,11467270,2022-12-28 16:00,PST,7.81,P,4.94,P
USGS,11467270,2022-12-28 16:15,PST,7.78,P,4.91,P
USGS,11467270,2022-12-28 16:30,PST,7.79,P,4.92,P
USGS,11467270,2022-12-28 16:45,PST,7.73,P,4.86,P
USGS,11467270,2022-12-28 17:00,PST,7.71,P,4.84,P
USGS,11467270,2022-12-28 17:15,PST,7.62,P,4.75,P
USGS,11467270,2022-12-28 17:30,PST,7.59,P,4.72,P
USGS,11467270,2022-12-28 17:45,PST,7.54,P,4.67,P
USGS,11467270,2022-12-28 18:00,PST,7.46,P,4.59,P
USGS,11467270,2022-12-28 18:15,PST,7.40,P,4.53,P
USGS,11467270,2022-12-28 18:30,PST,7.30,P,4.43,P
USGS,11467270,2022-12-28 18:45,PST,7.22,P,4.35,P
USGS,11467270,2022-12-28 19:00,PST,7.14,P,4.27,P
USGS,11467270,2022-12-28 19:15,PST,7.03,P,4.16,P
USGS,11467270,2022-12-28 19:30,PST,6.94,P,4.07,P
USGS,11467270,2022-12-28 19:45,PST,6.84,P,3.97,P
USGS,11467270,2022-12-28 20:00,PST,6.72,P,3.85,P
USGS,11467270,2022-12-28 20:15,PST,6.62,P,3.75,P
USGS,11467270,2022-12-28 20:30,PST,6.52,P,3.65,P
USGS,11467270,2022-12-28 20:45,PST,6.44,P,3.57,P
USGS,11467270,2022-12-28 21:00,PST,6.35,P,3.48,P
USGS,11467270,2022-12-28 21:15,PST,6.27,P,3.40,P
USGS,11467270,2022-12-28 21:30,PST,6.19,P,3.32,P
USGS,11467270,2022-12-28 21:45,PST,6.13,P,3.26,P
USGS,11467270,2022-12-28 22:00,PST,6.07,P,3.20,P
USGS,11467270,2022-12-28 22:15,PST,6.02,P,3.15,P
USGS,11467270,2022-12-28 22:30,PST,5.97,P,3.10,P
USGS,11467270,2022-12-28 22:45,PST,5.93,P,3.06,P
USGS,11467270,2022-12-28 23:00,PST,5.90,P,3.03,P
USGS,11467270,2022-12-28 23:15,PST,5.87,P,3.00,P
USGS,11467270,2022-12-28 23:30,PST,5.85,P,2.98,P
USGS,11467270,2022-12-28 23:45,PST,5.84,P,2.97,P
USGS,11467270,2022-12-29 00:00,PST,5.84,P,2.97,P
USGS,11467270,2022-12-29 00:15,PST,5.84,P,2.97,P
USGS,11467270,2022-12-29 00:30,PST,5.83,P,2.96,P
USGS,11467270,2022-12-29 00:45,PST,5.87,P,3.00,P
USGS,11467270,2022-12-29 01:00,PST,5.94,P,3.07,P
USGS,11467270,2022-12-29 01:15,PST,5.98,P,3.11,P
USGS,11467270,2022-12-29 01:30,PST,6.02,P,3.15,P
USGS,11467270,2022-12-29 01:45,PST,6.09,P,3.22,P
USGS,11467270,2022-12-29 02:00,PST,6.18,P,3.31,P
USGS,11467270,2022-12-29 02:15,PST,6.30,P,3.43,P
USGS,11467270,2022-12-29 02:30,PST,6.53,P,3.66,P
USGS,11467270,2022-12-29 02:45,PST,6.50,P,3.63,P
USGS,11467270,2022-12-29 03:00,PST,6.63,P,3.76,P
USGS,11467270,2022-12-29 03:15,PST,6.76,P,3.89,P
USGS,11467270,2022-12-29 03:30,PST,6.88,P,4.01,P
USGS,11467270,2022-12-29 03:45,PST,7.04,P,4.17,P
USGS,11467270,2022-12-29 04:00,PST,7.13,P,4.26,P
USGS,11467270,2022-12-29 04:15,PST,7.15,P,4.28,P
USGS,11467270,2022-12-29 04:30,PST,7.21,P,4.34,P
USGS,11467270,2022-12-29 04:45,PST,7.25,P,4.38,P
USGS,11467270,2022-12-29 05:00,PST,7.24,P,4.37,P
USGS,11467270,2022-12-29 05:15,PST,7.22,P,4.35,P
USGS,11467270,2022-12-29 05:30,PST,7.24,P,4.37,P
USGS,11467270,2022-12-29 05:45,PST,7.19,P,4.32,P
USGS,11467270,2022-12-29 06:00,PST,7.16,P,4.29,P
USGS,11467270,2022-12-29 06:15,PST,7.09,P,4.22,P
USGS,11467270,2022-12-29 06:30,PST,7.09,P,4.22,P
USGS,11467270,2022-12-29 06:45,PST,6.96,P,4.09,P
USGS,11467270,2022-12-29 07:00,PST,6.90,P,4.03,P
USGS,11467270,2022-12-29 07:15,PST,6.82,P,3.95,P
USGS,11467270,2022-12-29 07:30,PST,6.74,P,3.87,P
USGS,11467270,2022-12-29 07:45,PST,6.68,P,3.81,P
USGS,11467270,2022-12-29 08:00,PST,6.61,P,3.74,P
USGS,11467270,2022-12-29 08:15,PST,6.54,P,3.67,P
USGS,11467270,2022-12-29 08:30,PST,6.46,P,3.59,P
USGS,11467270,2022-12-29 08:45,PST,6.38,P,3.51,P
USGS,11467270,2022-12-29 09:00,PST,6.33,P,3.46,P
USGS,11467270,2022-12-29 09:15,PST,6.24,P,3.37,P
USGS,11467270,2022-12-29 09:30,PST,6.17,P,3.30,P
USGS,11467270,2022-12-29 09:45,PST,6.11,P,3.24,P
USGS,11467270,2022-12-29 10:00,PST,6.05,P,3.18,P
USGS,11467270,2022-12-29 10:15,PST,5.98,P,3.11,P
USGS,11467270,2022-12-29 10:30,PST,5.92,P,3.05,P
USGS,11467270,2022-12-29 10:45,PST,5.90,P,3.03,P
USGS,11467270,2022-12-29 11:00,PST,5.83,P,2.96,P
USGS,11467270,2022-12-29 11:15,PST,5.79,P,2.92,P
USGS,11467270,2022-12-29 11:30,PST,5.78,P,2.91,P
USGS,11467270,2022-12-29 11:45,PST,5.74,P,2.87,P
USGS,11467270,2022-12-29 12:00,PST,5.74,P,2.87,P
USGS,11467270,2022-12-29 12:15,PST,5.73,P,2.86,P
USGS,11467270,2022-12-29 12:30,PST,5.72,P,2.85,P
USGS,11467270,2022-12-29 12:45,PST,5.73,P,2.86,P
USGS,11467270,2022-12-29 13:00,PST,5.76,P,2.89,P
USGS,11467270,2022-12-29 13:15,PST,5.78,P,2.91,P
USGS,11467270,2022-12-29 13:30,PST,5.83,P,2.96,P
USGS,11467270,2022-12-29 13:45,PST,5.85,P,2.98,P
USGS,11467270,2022-12-29 14:00,PST,5.88,P,3.01,P
USGS,11467270,2022-12-29 14:15,PST,5.95,P,3.08,P
USGS,11467270,2022-12-29 14:30,PST,5.97,P,3.10,P
USGS,11467270,2022-12-29 14:45,PST,6.07,P,3.20,P
USGS,11467270,2022-12-29 15:00,PST,6.10,P,3.23,P
USGS,11467270,2022-12-29 15:15,PST,6.15,P,3.28,P
USGS,11467270,2022-12-29 15:30,PST,6.19,P,3.32,P
USGS,11467270,2022-12-29 15:45,PST,6.23,P,3.36,P
USGS,11467270,2022-12-29 16:00,PST,6.24,P,3.37,P
USGS,11467270,2022-12-29 16:15,PST,6.26,P,3.39,P
USGS,11467270,2022-12-29 16:30,PST,6.23,P,3.36,P
USGS,11467270,2022-12-29 16:45,PST,6.23,P,3.36,P
USGS,11467270,2022-12-29 17:00,PST,6.21,P,3.34,P
USGS,11467270,2022-12-29 17:15,PST,6.18,P,3.31,P
USGS,11467270,2022-12-29 17:30,PST,6.12,P,3.25,P
USGS,11467270,2022-12-29 17:45,PST,6.07,P,3.20,P
USGS,11467270,2022-12-29 18:00,PST,6.04,P,3.17,P
USGS,11467270,2022-12-29 18:15,PST,5.98,P,3.11,P
USGS,11467270,2022-12-29 18:30,PST,5.91,P,3.04,P
USGS,11467270,2022-12-29 18:45,PST,5.84,P,2.97,P
USGS,11467270,2022-12-29 19:00,PST,5.80,P,2.93,P
USGS,11467270,2022-12-29 19:15,PST,5.72,P,2.85,P
USGS,11467270,2022-12-29 19:30,PST,5.64,P,2.77,P
USGS,11467270,2022-12-29 19:45,PST,5.56,P,2.69,P
USGS,11467270,2022-12-29 20:00,PST,5.48,P,2.61,P
USGS,11467270,2022-12-29 20:15,PST,5.40,P,2.53,P
USGS,11467270,2022-12-29 20:30,PST,5.32,P,2.45,P
USGS,11467270,2022-12-29 20:45,PST,5.23,P,2.36,P
USGS,11467270,2022-12-29 21:00,PST,5.15,P,2.28,P
USGS,11467270,2022-12-29 21:15,PST,5.06,P,2.19,P
USGS,11467270,2022-12-29 21:30,PST,4.98,P,2.11,P
USGS,11467270,2022-12-29 21:45,PST,4.90,P,2.03,P
USGS,11467270,2022-12-29 22:00,PST,4.83,P,1.96,P
USGS,11467270,2022-12-29 22:15,PST,4.77,P,1.90,P
USGS,11467270,2022-12-29 22:30,PST,4.71,P,1.84,P
USGS,11467270,2022-12-29 22:45,PST,4.66,P,1.79,P
USGS,11467270,2022-12-29 23:00,PST,4.62,P,1.75,P
USGS,11467270,2022-12-29 23:15,PST,4.58,P,1.71,P
USGS,11467270,2022-12-29 23:30,PST,4.56,P,1.69,P
USGS,11467270,2022-12-29 23:45,PST,4.55,P,1.68,P
USGS,11467270,2022-12-30 00:00,PST,4.54,P,1.67,P
USGS,11467270,2022-12-30 00:15,PST,4.56,P,1.69,P
USGS,11467270,2022-12-30 00:30,PST,4.57,P,1.70,P
USGS,11467270,2022-12-30 00:45,PST,4.61,P,1.74,P
USGS,11467270,2022-12-30 01:00,PST,4.66,P,1.79,P
USGS,11467270,2022-12-30 01:15,PST,4.75,P,1.88,P
USGS,11467270,2022-12-30 01:30,PST,4.85,P,1.98,P
USGS,11467270,2022-12-30 01:45,PST,4.94,P,2.07,P
USGS,11467270,2022-12-30 02:00,PST,5.13,P,2.26,P
USGS,11467270,2022-12-30 02:15,PST,5.27,P,2.40,P
USGS,11467270,2022-12-30 02:30,PST,5.49,P,2.62,P
USGS,11467270,2022-12-30 02:45,PST,5.69,P,2.82,P
USGS,11467270,2022-12-30 03:00,PST,5.93,P,3.06,P
USGS,11467270,2022-12-30 03:15,PST,6.10,P,3.23,P
USGS,11467270,2022-12-30 03:30,PST,6.31,P,3.44,P
USGS,11467270,2022-12-30 03:45,PST,6.47,P,3.60,P
USGS,11467270,2022-12-30 04:00,PST,6.66,P,3.79,P
USGS,11467270,2022-12-30 04:15,PST,6.82,P,3.95,P
USGS,11467270,2022-12-30 04:30,PST,6.94,P,4.07,P
USGS,11467270,2022-12-30 04:45,PST,7.14,P,4.27,P
USGS,11467270,2022-12-30 05:00,PST,7.16,P,4.29,P
USGS,11467270,2022-12-30 05:15,PST,7.25,P,4.38,P
USGS,11467270,2022-12-30 05:30,PST,7.29,P,4.42,P
USGS,11467270,2022-12-30 05:45,PST,7.29,P,4.42,P
USGS,11467270,2022-12-30 06:00,PST,7.30,P,4.43,P
USGS,11467270,2022-12-30 06:15,PST,7.29,P,4.42,P
USGS,11467270,2022-12-30 06:30,PST,7.27,P,4.40,P
USGS,11467270,2022-12-30 06:45,PST,7.27,P,4.40,P
USGS,11467270,2022-12-30 07:00,PST,7.18,P,4.31,P
USGS,11467270,2022-12-30 07:15,PST,7.17,P,4.30,P
USGS,11467270,2022-12-30 07:30,PST,7.11,P,4.24,P
USGS,11467270,2022-12-30 07:45,PST,7.05,P,4.18,P
USGS,11467270,2022-12-30 08:00,PST,6.97,P,4.10,P
USGS,11467270,2022-12-30 08:15,PST,6.90,P,4.03,P
USGS,11467270,2022-12-30 08:30,PST,6.83,P,3.96,P
USGS,11467270,2022-12-30 08:45,PST,6.77,P,3.90,P
USGS,11467270,2022-12-30 09:00,PST,6.70,P,3.83,P
USGS,11467270,2022-12-30 09:15,PST,6.63,P,3.76,P
USGS,11467270,2022-12-30 09:30,PST,6.57,P,3.70,P
USGS,11467270,2022-12-30 09:45,PST,6.49,P,3.62,P
USGS,11467270,2022-12-30 10:00,PST,6.44,P,3.57,P
USGS,11467270,2022-12-30 10:15,PST,6.33,P,3.46,P
USGS,11467270,2022-12-30 10:30,PST,6.28,P,3.41,P
USGS,11467270,2022-12-30 10:45,PST,6.22,P,3.35,P
USGS,11467270,2022-12-30 11:00,PST,6.15,P,3.28,P
USGS,11467270,2022-12-30 11:15,PST,6.11,P,3.24,P
USGS,11467270,2022-12-30 11:30,PST,6.04,P,3.17,P
USGS,11467270,2022-12-30 11:45,PST,5.99,P,3.12,P
USGS,11467270,2022-12-30 12:00,PST,5.94,P,3.07,P
USGS,11467270,2022-12-30 12:15,PST,5.89,P,3.02,P
USGS,11467270,2022-12-30 12:30,PST,5.85,P,2.98,P
USGS,11467270,2022-12-30 12:45,PST,5.83,P,2.96,P
USGS,11467270,2022-12-30 13:00,PST,5.81,P,2.94,P
USGS,11467270,2022-12-30 13:15,PST,5.76,P,2.89,P
USGS,11467270,2022-12-30 13:30,PST,5.75,P,2.88,P
USGS,11467270,2022-12-30 13:45,PST,5.74,P,2.87,P
USGS,11467270,2022-12-30 14:00,PST,5.75,P,2.88,P
USGS,11467270,2022-12-30 14:15,PST,5.76,P,2.89,P
USGS,11467270,2022-12-30 14:30,PST,5.78,P,2.91,P
USGS,11467270,2022-12-30 14:45,PST,5.81,P,2.94,P
USGS,11467270,2022-12-30 15:00,PST,5.85,P,2.98,P
USGS,11467270,2022-12-30 15:15,PST,5.89,P,3.02,P
USGS,11467270,2022-12-30 15:30,PST,5.96,P,3.09,P
USGS,11467270,2022-12-30 15:45,PST,6.03,P,3.16,P
USGS,11467270,2022-12-30 16:00,PST,6.12,P,3.25,P
USGS,11467270,2022-12-30 16:15,PST,6.21,P,3.34,P
USGS,11467270,2022-12-30 16:30,PST,6.29,P,3.42,P
USGS,11467270,2022-12-30 16:45,PST,6.39,P,3.52,P
USGS,11467270,2022-12-30 17:00,PST,6.50,P,3.63,P
USGS,11467270,2022-12-30 17:15,PST,6.60,P,3.73,P
USGS,11467270,2022-12-30 17:30,PST,6.73,P,3.86,P
USGS,11467270,2022-12-30 17:45,PST,6.82,P,3.95,P
USGS,11467270,2022-12-30 18:00,PST,6.94,P,4.07,P
USGS,11467270,2022-12-30 18:15,PST,7.05,P,4.18,P
USGS,11467270,2022-12-30 18:30,PST,7.15,P,4.28,P
USGS,11467270,2022-12-30 18:45,PST,7.23,P,4.36,P
USGS,11467270,2022-12-30 19:00,PST,7.32,P,4.45,P
USGS,11467270,2022-12-30 19:15,PST,7.37,P,4.50,P
USGS,11467270,2022-12-30 19:30,PST,7.45,P,4.58,P
USGS,11467270,2022-12-30 19:45,PST,7.50,P,4.63,P
USGS,11467270,2022-12-30 20:00,PST,7.52,P,4.65,P
USGS,11467270,2022-12-30 20:15,PST,7.54,P,4.67,P
USGS,11467270,2022-12-30 20:30,PST,7.55,P,4.68,P
USGS,11467270,2022-12-30 20:45,PST,7.56,P,4.69,P
USGS,11467270,2022-12-30 21:00,PST,7.56,P,4.69,P
USGS,11467270,2022-12-30 21:15,PST,7.55,P,4.68,P
USGS,11467270,2022-12-30 21:30,PST,7.52,P,4.65,P
USGS,11467270,2022-12-30 21:45,PST,7.50,P,4.63,P
USGS,11467270,2022-12-30 22:00,PST,7.47,P,4.60,P
USGS,11467270,2022-12-30 22:15,PST,7.44,P,4.57,P
USGS,11467270,2022-12-30 22:30,PST,7.39,P,4.52,P
USGS,11467270,2022-12-30 22:45,PST,7.36,P,4.49,P
USGS,11467270,2022-12-30 23:00,PST,7.30,P,4.43,P
USGS,11467270,2022-12-30 23:15,PST,7.27,P,4.40,P
USGS,11467270,2022-12-30 23:30,PST,7.21,P,4.34,P
USGS,11467270,2022-12-30 23:45,PST,7.16,P,4.29,P
USGS,11467270,2022-12-31 00:00,PST,7.11,P,4.24,P
USGS,11467270,2022-12-31 00:15,PST,7.07,P,4.20,P
USGS,11467270,2022-12-31 00:30,PST,7.04,P,4.17,P
USGS,11467270,2022-12-31 00:45,PST,6.99,P,4.12,P
USGS,11467270,2022-12-31 01:00,PST,6.95,P,4.08,P
USGS,11467270,2022-12-31 01:15,PST,6.91,P,4.04,P
USGS,11467270,2022-12-31 01:30,PST,6.89,P,4.02,P
USGS,11467270,2022-12-31 01:45,PST,6.88,P,4.01,P
USGS,11467270,2022-12-31 02:00,PST,6.87,P,4.00,P
USGS,11467270,2022-12-31 02:15,PST,6.89,P,4.02,P
USGS,11467270,2022-12-31 02:30,PST,6.92,P,4.05,P
USGS,11467270,2022-12-31 02:45,PST,6.94,P,4.07,P
USGS,11467270,2022-12-31 03:00,PST,6.99,P,4.12,P
USGS,11467270,2022-12-31 03:15,PST,7.06,P,4.19,P
USGS,11467270,2022-12-31 03:30,PST,7.16,P,4.29,P
USGS,11467270,2022-12-31 03:45,PST,7.26,P,4.39,P
USGS,11467270,2022-12-31 04:00,PST,7.38,P,4.51,P
USGS,11467270,2022-12-31 04:15,PST,7.44,P,4.57,P
USGS,11467270,2022-12-31 04:30,PST,7.61,P,4.74,P
USGS,11467270,2022-12-31 04:45,PST,7.67,P,4.80,P
USGS,11467270,2022-12-31 05:00,PST,7.76,P,4.89,P
USGS,11467270,2022-12-31 05:15,PST,7.88,P,5.01,P
USGS,11467270,2022-12-31 05:30,PST,7.98,P,5.11,P
USGS,11467270,2022-12-31 05:45,PST,8.06,P,5.19,P
USGS,11467270,2022-12-31 06:00,PST,8.08,P,5.21,P
USGS,11467270,2022-12-31 06:15,PST,8.11,P,5.24,P
